,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout
1528,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
1529,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,75,"12/28/2023, 4:13:03 PM"
1530,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,30,"12/29/2023, 2:14:08 PM"
1531,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
1532,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,56,"12/29/2023, 3:50:17 PM"
1533,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
1534,"5,00",Jack & Jones,W30 | FR 40,Très bon état,Coton,"Nantua, France",Carte bancaire,36,"12/29/2023, 8:53:50 AM"
1535,"5,00",Dsquared2,W23 | FR 32,Neuf sans étiquette,,"Orange, France",Carte bancaire,35,"12/29/2023, 6:33:05 PM"
1536,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1537,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
1538,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
1539,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
1540,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
1541,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1542,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
1543,"10,00",Lewis,W29 | FR 38,Très bon état,,France,Carte bancaire,7,"12/29/2023, 1:29:33 PM"
1544,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,17,"12/26/2023, 3:22:33 PM"
1545,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,78,"12/29/2023, 11:19:32 AM"
1546,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:03:01 PM"
1547,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,2,"12/29/2023, 4:56:53 PM"
1548,"5,00",H&M,W32 | FR 42,Très bon état,Coton,"Pressins, France",Carte bancaire,11,"12/29/2023, 10:38:06 AM"
1549,"5,00",Jo Cassidy,5XL,Neuf avec étiquette,Coton,"Armbouts-Cappel, France",Carte bancaire,12,"12/27/2023, 3:33:14 PM"
1550,"5,00",Teddy Smith,W32 | FR 42,Très bon état,,"Nice, France",Carte bancaire,20,"12/29/2023, 3:54:30 PM"
1551,"5,00",John H,M,Neuf sans étiquette,,"Grandpuits-Bailly-Carrois, France",Carte bancaire,24,"12/28/2023, 11:00:47 AM"
1552,"9,00",Bonobo,W26 | FR 36,Très bon état,,"La Flèche, France",Carte bancaire,1,"12/29/2023, 6:47:24 PM"
1553,"6,00",Devred,W33 | FR 42,Très bon état,,"Bussières, France",Carte bancaire,15,"12/28/2023, 10:50:59 AM"
1554,"5,00",TERANCE KOLE,W36 | FR 46,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,6,"12/28/2023, 1:50:29 PM"
1555,"5,00",Le Temps des Cerises,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:12:12 PM"
1556,"6,00",L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,"Saint-André-de-Cubzac, France",Carte bancaire,4,"12/29/2023, 5:32:28 PM"
1557,"5,00",Jeanne Arthes,,Neuf avec étiquette,,"Créhange, France",Carte bancaire,4,"12/29/2023, 4:43:08 PM"
1558,"5,00",GovdenimM5888,W34 | FR 44,Très bon état,Coton,"Segonzac, France",Carte bancaire,28,"12/27/2023, 4:55:37 PM"
1559,"8,00",Pull & Bear,W34 | FR 44,Neuf sans étiquette,,France,Carte bancaire,7,"12/29/2023, 5:16:05 PM"
1560,"7,00",Chevignon,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/28/2023, 11:05:52 AM"
1561,"5,00",John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne","Villejuif, France",Carte bancaire,1,"12/29/2023, 11:46:27 AM"
1562,"5,00",Antony Morato,W27 | FR 36,Très bon état,,"Châtenay-Malabry, France",Carte bancaire,5,"12/29/2023, 1:18:52 AM"
1563,"5,00",Bonobo,W30 | FR 40,Très bon état,Coton,"Saint-Mihiel, France",Carte bancaire,21,"12/27/2023, 6:34:12 PM"
1564,"5,00",,W34 | FR 44,Très bon état,,France,Carte bancaire,9,"12/28/2023, 6:36:36 PM"
1565,"5,00",Denim Co,W28 | FR 38,Neuf sans étiquette,,"Bretteville-sur-Odon, France",Carte bancaire,3,"12/28/2023, 8:26:30 PM"
1566,"9,00",Zara,W32 | FR 42,Très bon état,,"Saint-Georges-les-Bains, France",Carte bancaire,85,"12/29/2023, 11:07:47 AM"
1567,"5,95",Beau Temps Belle Mer,XL,Bon état,,"Nancy, France",Carte bancaire,10,"12/29/2023, 5:46:26 PM"
1568,"6,00",Pull & Bear,W30 | FR 40,Très bon état,,France,Carte bancaire,21,"12/29/2023, 1:05:40 PM"
1569,"12,00",Devred,W31 | FR 40,Très bon état,,"Seiches-sur-le-Loir, France",Carte bancaire,2,"12/29/2023, 9:20:08 PM"
1570,"5,00",Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,"Fougueyrolles, France",Carte bancaire,2,"12/29/2023, 11:09:58 AM"
1571,"5,00",Kaporal,W32 | FR 42,Bon état,,"Jougne, France",Carte bancaire,9,"12/29/2023, 5:30:38 PM"
1572,"10,00",Babolat,,Bon état,,"Saint-Jean-de-Braye, France",Carte bancaire,34,"12/29/2023, 1:57:52 PM"
1573,"10,00",Tommy Jeans,L,Bon état,,"Rodilhan, France",Carte bancaire,29,"12/29/2023, 12:22:40 PM"
1574,"5,00",Pepe Jeans,M,Bon état,,"Saint-Romain-au-Mont-d’Or, France",Carte bancaire,41,"12/29/2023, 12:56:37 PM"
1575,"10,00",Levi's,W32 | FR 42,Bon état,Coton,"Sète, France",Carte bancaire,50,"12/29/2023, 2:24:14 PM"
1576,"5,00",Livergy,W32 | FR 42,Très bon état,,"Bégadan, France",Carte bancaire,8,"12/29/2023, 1:21:40 PM"
1577,"8,00",Zara,W34 | FR 44,Neuf sans étiquette,,"Rety, France",Carte bancaire,35,"12/27/2023, 5:48:17 PM"
1578,"5,00",Ross Carra,W26 | FR 36,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,4,"12/28/2023, 1:46:54 PM"
1579,"5,00",H&M,W23 | FR 32,Très bon état,,"Paris, France",Carte bancaire,12,"12/27/2023, 12:27:55 PM"
1580,"9,00",AARHON,W30 | FR 40,Neuf sans étiquette,,"Esternay, France",Carte bancaire,5,"12/29/2023, 1:50:51 PM"
1581,"5,00",Cargo,W32 | FR 42,Très bon état,,France,Carte bancaire,13,"12/27/2023, 9:08:49 PM"
1582,"5,00",SMOG,W36 | FR 46,Bon état,,"Le Mans, France",Carte bancaire,6,"12/28/2023, 8:43:05 PM"
1583,"5,00",Celio,W33 | FR 42,Très bon état,,"Sorgues, France",Carte bancaire,16,"12/26/2023, 4:57:37 PM"
1584,"5,00",Armand Thiery,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,6,"12/27/2023, 10:58:10 AM"
1585,"7,00",Siksilk,M,Très bon état,,France,Carte bancaire,13,"12/28/2023, 12:08:23 PM"
1586,"5,00",Jules,W26 | FR 36,Très bon état,Coton,"Saint-Aubin-lès-Elbeuf, France",Carte bancaire,1,"12/29/2023, 3:37:47 PM"
1587,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,1,"12/29/2023, 4:51:19 PM"
1588,"8,00",Zara,W32 | FR 42,Très bon état,,France,Carte bancaire,9,"12/29/2023, 7:53:19 PM"
1589,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,15,"12/29/2023, 11:31:01 AM"
1590,"5,00",G-Star,W25 | FR 34,Bon état,,"Naintré, France",Carte bancaire,16,"12/29/2023, 4:42:45 PM"
1591,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1592,"5,00",,W23 | FR 32,Très bon état,,France,Carte bancaire,1,"12/29/2023, 8:33:55 PM"
1593,"5,00",Pull & Bear,W26 | FR 36,Très bon état,,"Cabriès, France",Carte bancaire,204,"12/28/2023, 6:55:30 PM"
1594,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,24,"12/29/2023, 1:56:57 PM"
1595,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,48,"12/29/2023, 11:58:58 AM"
1596,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,8,"12/29/2023, 2:59:48 PM"
1597,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
1598,"6,00",,W34 | FR 44,Très bon état,,"Lamonzie-Saint-Martin, France",Carte bancaire,23,"12/28/2023, 5:49:40 PM"
1599,"5,00",Levi's,W29 | FR 38,Bon état,,"Surtainville, France",Carte bancaire,26,"12/29/2023, 2:52:14 PM"
1600,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
1601,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,45,"12/29/2023, 6:48:16 PM"
1602,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
1603,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,16,"12/29/2023, 8:41:06 AM"
1604,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1605,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1606,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,20,"12/29/2023, 6:45:32 PM"
1607,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1608,"6,00",Nike,M,Bon état,,"Saint-Jean-de-Védas, France",Carte bancaire,31,"12/29/2023, 7:22:10 PM"
1609,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1610,"5,00",C&A,W34 | FR 44,Très bon état,Coton,"Baume-les-Dames, France",Carte bancaire,8,"12/27/2023, 11:51:26 AM"
1611,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,14,"12/28/2023, 1:33:00 PM"
1612,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,35,"12/29/2023, 3:32:51 PM"
1613,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,141,"12/28/2023, 3:25:04 PM"
1614,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,2,"12/29/2023, 9:01:47 PM"
1615,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
1616,"9,00",The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,"Esternay, France",Carte bancaire,4,"12/29/2023, 1:53:56 PM"
1617,"5,00",Bonobo,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:24:32 PM"
1618,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
1619,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
1620,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,75,"12/28/2023, 4:13:03 PM"
1621,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,30,"12/29/2023, 2:14:08 PM"
1622,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
1623,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,58,"12/29/2023, 3:50:17 PM"
1624,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
1625,"5,00",Jack & Jones,W30 | FR 40,Très bon état,Coton,"Nantua, France",Carte bancaire,36,"12/29/2023, 8:53:50 AM"
1626,"5,00",Dsquared2,W23 | FR 32,Neuf sans étiquette,,"Orange, France",Carte bancaire,35,"12/29/2023, 6:33:05 PM"
1627,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1628,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
1629,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
1630,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
1631,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
1632,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1633,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
1634,"10,00",Lewis,W29 | FR 38,Très bon état,,France,Carte bancaire,7,"12/29/2023, 1:29:33 PM"
1635,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,17,"12/26/2023, 3:22:33 PM"
1636,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,78,"12/29/2023, 11:19:32 AM"
1637,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:03:01 PM"
1638,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,2,"12/29/2023, 4:56:53 PM"
1639,"5,00",H&M,W32 | FR 42,Très bon état,Coton,"Pressins, France",Carte bancaire,11,"12/29/2023, 10:38:06 AM"
1640,"5,00",Jo Cassidy,5XL,Neuf avec étiquette,Coton,"Armbouts-Cappel, France",Carte bancaire,12,"12/27/2023, 3:33:14 PM"
1641,"5,00",Teddy Smith,W32 | FR 42,Très bon état,,"Nice, France",Carte bancaire,20,"12/29/2023, 3:54:30 PM"
1642,"5,00",John H,M,Neuf sans étiquette,,"Grandpuits-Bailly-Carrois, France",Carte bancaire,24,"12/28/2023, 11:00:47 AM"
1643,"9,00",Bonobo,W26 | FR 36,Très bon état,,"La Flèche, France",Carte bancaire,1,"12/29/2023, 6:47:24 PM"
1644,"6,00",Devred,W33 | FR 42,Très bon état,,"Bussières, France",Carte bancaire,15,"12/28/2023, 10:50:59 AM"
1645,"5,00",TERANCE KOLE,W36 | FR 46,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,6,"12/28/2023, 1:50:29 PM"
1646,"5,00",Le Temps des Cerises,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:12:12 PM"
1647,"6,00",L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,"Saint-André-de-Cubzac, France",Carte bancaire,4,"12/29/2023, 5:32:28 PM"
1648,"5,00",Jeanne Arthes,,Neuf avec étiquette,,"Créhange, France",Carte bancaire,4,"12/29/2023, 4:43:08 PM"
1649,"5,00",GovdenimM5888,W34 | FR 44,Très bon état,Coton,"Segonzac, France",Carte bancaire,28,"12/27/2023, 4:55:37 PM"
1650,"8,00",Pull & Bear,W34 | FR 44,Neuf sans étiquette,,France,Carte bancaire,7,"12/29/2023, 5:16:05 PM"
1651,"7,00",Chevignon,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/28/2023, 11:05:52 AM"
1652,"5,00",John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne","Villejuif, France",Carte bancaire,1,"12/29/2023, 11:46:27 AM"
1653,"5,00",Bonobo,W30 | FR 40,Très bon état,Coton,"Saint-Mihiel, France",Carte bancaire,21,"12/27/2023, 6:34:12 PM"
1654,"5,00",Antony Morato,W27 | FR 36,Très bon état,,"Châtenay-Malabry, France",Carte bancaire,5,"12/29/2023, 1:18:52 AM"
1655,"5,00",,W34 | FR 44,Très bon état,,France,Carte bancaire,9,"12/28/2023, 6:36:36 PM"
1656,"5,00",Denim Co,W28 | FR 38,Neuf sans étiquette,,"Bretteville-sur-Odon, France",Carte bancaire,3,"12/28/2023, 8:26:30 PM"
1657,"9,00",Zara,W32 | FR 42,Très bon état,,"Saint-Georges-les-Bains, France",Carte bancaire,85,"12/29/2023, 11:07:47 AM"
1658,"5,95",Beau Temps Belle Mer,XL,Bon état,,"Nancy, France",Carte bancaire,10,"12/29/2023, 5:46:26 PM"
1659,"6,00",Pull & Bear,W30 | FR 40,Très bon état,,France,Carte bancaire,21,"12/29/2023, 1:05:40 PM"
1660,"12,00",Devred,W31 | FR 40,Très bon état,,"Seiches-sur-le-Loir, France",Carte bancaire,2,"12/29/2023, 9:20:08 PM"
1661,"5,00",Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,"Fougueyrolles, France",Carte bancaire,2,"12/29/2023, 11:09:58 AM"
1662,"5,00",Kaporal,W32 | FR 42,Bon état,,"Jougne, France",Carte bancaire,9,"12/29/2023, 5:30:38 PM"
1663,"10,00",Babolat,,Bon état,,"Saint-Jean-de-Braye, France",Carte bancaire,34,"12/29/2023, 1:57:52 PM"
1664,"10,00",Tommy Jeans,L,Bon état,,"Rodilhan, France",Carte bancaire,29,"12/29/2023, 12:22:40 PM"
1665,"5,00",Pepe Jeans,M,Bon état,,"Saint-Romain-au-Mont-d’Or, France",Carte bancaire,41,"12/29/2023, 12:56:37 PM"
1666,"10,00",Levi's,W32 | FR 42,Bon état,Coton,"Sète, France",Carte bancaire,51,"12/29/2023, 2:24:14 PM"
1667,"5,00",Livergy,W32 | FR 42,Très bon état,,"Bégadan, France",Carte bancaire,8,"12/29/2023, 1:21:40 PM"
1668,"8,00",Zara,W34 | FR 44,Neuf sans étiquette,,"Rety, France",Carte bancaire,35,"12/27/2023, 5:48:17 PM"
1669,"5,00",Ross Carra,W26 | FR 36,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,4,"12/28/2023, 1:46:54 PM"
1670,"5,00",H&M,W23 | FR 32,Très bon état,,"Paris, France",Carte bancaire,12,"12/27/2023, 12:27:55 PM"
1671,"9,00",AARHON,W30 | FR 40,Neuf sans étiquette,,"Esternay, France",Carte bancaire,5,"12/29/2023, 1:50:51 PM"
1672,"5,00",Cargo,W32 | FR 42,Très bon état,,France,Carte bancaire,13,"12/27/2023, 9:08:49 PM"
1673,"5,00",SMOG,W36 | FR 46,Bon état,,"Le Mans, France",Carte bancaire,6,"12/28/2023, 8:43:05 PM"
1674,"5,00",Celio,W33 | FR 42,Très bon état,,"Sorgues, France",Carte bancaire,17,"12/26/2023, 4:57:37 PM"
1675,"5,00",Armand Thiery,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,6,"12/27/2023, 10:58:10 AM"
1676,"7,00",Siksilk,M,Très bon état,,France,Carte bancaire,13,"12/28/2023, 12:08:23 PM"
1677,"5,00",Jules,W26 | FR 36,Très bon état,Coton,"Saint-Aubin-lès-Elbeuf, France",Carte bancaire,1,"12/29/2023, 3:37:47 PM"
1678,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,1,"12/29/2023, 4:51:19 PM"
1679,"5,00",Freeman T. Porter,W29 | FR 38,Très bon état,,"Évry, France",Carte bancaire,5,"12/29/2023, 5:46:21 PM"
1680,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,16,"12/29/2023, 11:31:01 AM"
1681,"5,00",G-Star,W25 | FR 34,Bon état,,"Naintré, France",Carte bancaire,16,"12/29/2023, 4:42:45 PM"
1682,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1683,"5,00",,W23 | FR 32,Très bon état,,France,Carte bancaire,1,"12/29/2023, 8:33:55 PM"
1684,"5,00",Pull & Bear,W26 | FR 36,Très bon état,,"Cabriès, France",Carte bancaire,205,"12/28/2023, 6:55:30 PM"
1685,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,25,"12/29/2023, 1:56:57 PM"
1686,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,48,"12/29/2023, 11:58:58 AM"
1687,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,8,"12/29/2023, 2:59:48 PM"
1688,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
1689,"6,00",,W34 | FR 44,Très bon état,,"Lamonzie-Saint-Martin, France",Carte bancaire,23,"12/28/2023, 5:49:40 PM"
1690,"5,00",Levi's,W29 | FR 38,Bon état,,"Surtainville, France",Carte bancaire,26,"12/29/2023, 2:52:14 PM"
1691,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
1692,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,45,"12/29/2023, 6:48:16 PM"
1693,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
1694,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,16,"12/29/2023, 8:41:06 AM"
1695,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1696,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1697,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,20,"12/29/2023, 6:45:32 PM"
1698,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1699,"6,00",Nike,M,Bon état,,"Saint-Jean-de-Védas, France",Carte bancaire,33,"12/29/2023, 7:22:10 PM"
1700,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1701,"5,00",C&A,W34 | FR 44,Très bon état,Coton,"Baume-les-Dames, France",Carte bancaire,8,"12/27/2023, 11:51:26 AM"
1702,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,14,"12/28/2023, 1:33:00 PM"
1703,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,35,"12/29/2023, 3:32:51 PM"
1704,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,141,"12/28/2023, 3:25:04 PM"
1705,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,3,"12/29/2023, 9:01:47 PM"
1706,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
1707,"9,00",The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,"Esternay, France",Carte bancaire,4,"12/29/2023, 1:53:56 PM"
1708,"5,00",Bonobo,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:24:32 PM"
1709,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
1710,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
1711,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,75,"12/28/2023, 4:13:03 PM"
1712,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,30,"12/29/2023, 2:14:08 PM"
1713,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
1714,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,58,"12/29/2023, 3:50:17 PM"
1715,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
1716,"5,00",Jack & Jones,W30 | FR 40,Très bon état,Coton,"Nantua, France",Carte bancaire,36,"12/29/2023, 8:53:50 AM"
1717,"5,00",Dsquared2,W23 | FR 32,Neuf sans étiquette,,"Orange, France",Carte bancaire,35,"12/29/2023, 6:33:05 PM"
1718,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1719,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
1720,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
1721,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
1722,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
1723,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1724,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
1725,"10,00",Lewis,W29 | FR 38,Très bon état,,France,Carte bancaire,7,"12/29/2023, 1:29:33 PM"
1726,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,17,"12/26/2023, 3:22:33 PM"
1727,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,78,"12/29/2023, 11:19:32 AM"
